,datetime,avg_price
0,2019-12-24,40.0
1,2019-12-25,40.0
2,2019-12-26,40.0
3,2019-12-27,45.0
4,2019-12-28,45.0
5,2019-12-29,40.0
6,2019-12-30,40.5
7,2019-12-31,44.0
8,2020-01-01,46.5
9,2020-01-02,47.0
10,2020-01-03,44.5
11,2020-01-04,44.5
12,2020-01-05,44.0
13,2020-01-06,49.0
14,2020-01-07,42.5
15,2020-01-08,47.5
16,2020-01-09,46.5
17,2020-01-10,46.0
18,2020-01-11,45.0
19,2020-01-12,45.0
20,2020-01-13,50.0
21,2020-01-14,45.0
22,2020-01-15,46.5
23,2020-01-16,49.0
24,2020-01-17,46.0
25,2020-01-18,47.5
26,2020-01-19,44.0
27,2020-01-20,49.0
28,2020-01-21,45.0
29,2020-01-22,42.5
30,2020-01-23,45.0
31,2020-01-24,45.0
32,2020-01-25,44.0
33,2020-01-26,45.0
34,2020-01-27,45.0
35,2020-01-28,50.0
36,2020-01-29,49.0
37,2020-01-30,48.0
38,2020-01-31,45.0
39,2020-02-01,47.5
40,2020-02-02,47.0
41,2020-02-03,49.0
42,2020-02-04,48.5
43,2020-02-05,48.5
44,2020-02-06,47.5
45,2020-02-07,50.0
46,2020-02-08,45.0
47,2020-02-09,49.5
48,2020-02-10,46.5
49,2020-02-11,48.5
50,2020-02-12,50.0
51,2020-02-13,50.0
52,2020-02-14,47.5
53,2020-02-15,47.5
54,2020-02-16,48.5
55,2020-02-17,49.0
56,2020-02-18,50.0
57,2020-02-19,50.0
58,2020-02-20,50.0
59,2020-02-21,49.0
60,2020-02-22,49.0
61,2020-02-23,50.0
62,2020-02-24,46.5
63,2020-02-25,45.5
64,2020-02-26,49.0
65,2020-02-27,50.0
66,2020-02-28,42.5
67,2020-02-29,45.0
68,2020-03-01,45.0
69,2020-03-02,48.5
70,2020-03-03,48.5
71,2020-03-04,47.5
72,2020-03-05,49.5
73,2020-03-06,48.5
74,2020-03-07,48.5
75,2020-03-08,47.0
76,2020-03-09,49.0
77,2020-03-10,50.0
78,2020-03-11,50.0
79,2020-03-12,50.0
80,2020-03-13,48.5
81,2020-03-14,45.0
82,2020-03-15,49.0
83,2020-03-16,48.5
84,2020-03-17,47.5
85,2020-03-18,49.5
86,2020-03-19,55.5
87,2020-03-20,55.0
88,2020-03-21,55.0
