,datetime,avg_price
0,2019-12-24,110.0
1,2019-12-25,103.5
2,2019-12-26,104.5
3,2019-12-27,109.0
4,2019-12-28,102.5
5,2019-12-29,109.5
6,2019-12-30,109.5
7,2019-12-31,109.0
8,2020-01-01,97.5
9,2020-01-02,110.0
10,2020-01-03,109.0
11,2020-01-04,105.0
12,2020-01-05,109.5
13,2020-01-06,110.0
14,2020-01-07,109.5
15,2020-01-08,110.0
16,2020-01-09,110.0
17,2020-01-10,110.0
18,2020-01-11,103.0
19,2020-01-12,132.5
20,2020-01-13,109.0
21,2020-01-14,110.0
22,2020-01-15,112.5
23,2020-01-16,112.5
24,2020-01-17,119.5
25,2020-01-18,114.5
26,2020-01-19,115.0
27,2020-01-20,117.5
28,2020-01-21,119.5
29,2020-01-22,117.5
30,2020-01-23,119.0
31,2020-01-24,125.0
32,2020-01-25,119.0
33,2020-01-26,195.0
34,2020-01-27,125.0
35,2020-01-28,127.5
36,2020-01-29,115.0
37,2020-01-30,120.0
38,2020-01-31,124.5
39,2020-02-01,122.5
40,2020-02-02,129.5
41,2020-02-03,122.5
42,2020-02-04,120.0
43,2020-02-05,127.5
44,2020-02-06,127.5
45,2020-02-07,127.0
46,2020-02-08,120.0
47,2020-02-09,122.5
48,2020-02-10,122.5
49,2020-02-11,120.0
50,2020-02-12,127.5
51,2020-02-13,125.0
52,2020-02-14,114.5
53,2020-02-15,112.0
54,2020-02-16,115.0
55,2020-02-17,120.0
56,2020-02-18,122.5
57,2020-02-19,120.0
58,2020-02-20,122.5
59,2020-02-21,124.5
60,2020-02-22,120.0
61,2020-02-23,127.0
62,2020-02-24,129.0
63,2020-02-25,125.0
64,2020-02-26,127.0
65,2020-02-27,130.0
66,2020-02-28,130.0
67,2020-02-29,131.5
68,2020-03-01,127.5
69,2020-03-02,136.5
70,2020-03-03,137.5
71,2020-03-04,137.5
72,2020-03-05,137.5
73,2020-03-06,134.5
74,2020-03-07,137.5
75,2020-03-08,137.5
76,2020-03-09,137.5
77,2020-03-10,139.5
78,2020-03-11,139.0
79,2020-03-12,139.5
80,2020-03-13,137.5
81,2020-03-14,140.0
82,2020-03-15,135.0
83,2020-03-16,142.5
84,2020-03-17,139.5
85,2020-03-18,138.0
86,2020-03-19,139.5
87,2020-03-20,140.0
88,2020-03-21,140.0
