,datetime,avg_price
0,2019-12-24,40.0
1,2019-12-25,40.0
2,2019-12-26,42.5
3,2019-12-27,42.5
4,2019-12-28,40.0
5,2019-12-29,40.5
6,2019-12-30,45.0
7,2019-12-31,42.5
8,2020-01-01,42.5
9,2020-01-02,38.5
10,2020-01-03,39.0
11,2020-01-04,40.0
12,2020-01-05,39.0
13,2020-01-06,40.0
14,2020-01-07,43.5
15,2020-01-08,46.5
16,2020-01-09,49.0
17,2020-01-10,45.0
18,2020-01-11,43.5
19,2020-01-12,43.5
20,2020-01-13,47.0
21,2020-01-14,42.5
22,2020-01-15,47.0
23,2020-01-16,50.0
24,2020-01-17,46.0
25,2020-01-18,47.0
26,2020-01-19,48.5
27,2020-01-20,44.0
28,2020-01-21,50.0
29,2020-01-22,50.0
30,2020-01-23,50.0
31,2020-01-24,50.0
32,2020-01-25,49.5
33,2020-01-26,50.0
34,2020-01-27,49.0
35,2020-01-28,50.0
36,2020-01-29,49.0
37,2020-01-30,50.0
38,2020-01-31,45.0
39,2020-02-01,47.0
40,2020-02-02,43.5
41,2020-02-03,48.5
42,2020-02-04,47.5
43,2020-02-05,49.0
44,2020-02-06,50.0
45,2020-02-07,48.5
46,2020-02-08,48.5
47,2020-02-09,48.5
48,2020-02-10,48.5
49,2020-02-11,49.0
50,2020-02-12,46.5
51,2020-02-13,49.0
52,2020-02-14,44.0
53,2020-02-15,42.0
54,2020-02-16,45.0
55,2020-02-17,50.0
56,2020-02-18,49.5
57,2020-02-19,49.0
58,2020-02-20,49.0
59,2020-02-21,50.0
60,2020-02-22,50.5
61,2020-02-23,49.5
62,2020-02-24,49.5
63,2020-02-25,50.0
64,2020-02-26,50.0
65,2020-02-27,49.0
66,2020-02-28,47.5
67,2020-02-29,47.5
68,2020-03-01,45.0
69,2020-03-02,46.5
70,2020-03-03,48.5
71,2020-03-04,49.5
72,2020-03-05,47.5
73,2020-03-06,50.0
74,2020-03-07,50.0
75,2020-03-08,49.5
76,2020-03-09,50.0
77,2020-03-10,48.5
78,2020-03-11,49.0
79,2020-03-12,49.0
80,2020-03-13,47.0
81,2020-03-14,49.5
82,2020-03-15,49.0
83,2020-03-16,47.5
84,2020-03-17,44.5
85,2020-03-18,47.0
86,2020-03-19,48.5
87,2020-03-20,43.5
88,2020-03-21,47.0
